id	created_at	user	avatar	commits	title
18	2014-03-27T20:49:10Z	ben-marsh	https://avatars.githubusercontent.com/u/6538947?v=3	1	ACCEPTED: Enable IDE integration when building with Visual Studio Express
19	2014-03-28T01:41:09Z	sbc100	https://avatars.githubusercontent.com/u/515813?v=3	4	ACCEPTED: Compiler warnings
20	2014-03-28T20:57:43Z	DiCoJamesTan	https://avatars.githubusercontent.com/u/4443574?v=3	3	ACCEPTED: Child Actor Component attachment fix
21	2014-03-30T02:12:45Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	15	CLOSED: I added the function CreateDirectoryRecursively.
22	2014-03-30T04:53:59Z	winslylord	https://avatars.githubusercontent.com/u/6595846?v=3	8	CLOSED: Master
23	2014-03-30T05:33:58Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	37	CLOSED: GetFilesAndDirectories, GetFiles, GetDirectories, Search Filters
24	2014-03-30T10:15:39Z	DiCoJamesTan	https://avatars.githubusercontent.com/u/4443574?v=3	2	ACCEPTED: Scripted Textures
25	2014-03-30T17:06:00Z	sbc100	https://avatars.githubusercontent.com/u/515813?v=3	1	ACCEPTED: Add initial support for building natively on Linux.
26	2014-03-31T02:05:18Z	sbc100	https://avatars.githubusercontent.com/u/515813?v=3	10	CLOSED: Add more meaningful command name to actions in UBT.
27	2014-03-31T05:46:32Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	24	ACCEPTED: CopyDirectoryTree
28	2014-04-01T17:15:05Z	AndrewScheidecker	https://avatars.githubusercontent.com/u/2691804?v=3	1	ACCEPTED: Fix typo in K2FieldRedirects config: (Acor -> Actor)
29	2014-04-01T23:16:15Z	dwenograd	https://avatars.githubusercontent.com/u/7005012?v=3	1	CLOSED: Wrong button pushed.
30	2014-04-02T03:04:28Z	cdietschrun	https://avatars.githubusercontent.com/u/1017370?v=3	1	"CLOSED: The language for ""Actions providing a object"" or ""Actions taking a objec..."
31	2014-04-02T21:44:31Z	jkantzer	https://avatars.githubusercontent.com/u/1375617?v=3	1	ACCEPTED Fixed error in check for slope in CharacterMovementComponent
32	2014-04-02T23:18:54Z	ablankholm	https://avatars.githubusercontent.com/u/6455136?v=3	9	CLOSED: Master
33	2014-04-03T18:07:53Z	Ixiguis	https://avatars.githubusercontent.com/u/7001605?v=3	3	"ACCEPTED: Scene Outliner: added filter ""Only in Current Level"""
34	2014-04-04T07:15:38Z	wshearn	https://avatars.githubusercontent.com/u/1176094?v=3	1	ACCEPTED: Removed UEditorEngine::GetContentBrowserAssetTreePath
35	2014-04-05T00:50:47Z	redgnomegaming	https://avatars.githubusercontent.com/u/5226199?v=3	1	CLOSED: Merge pull request #1 from EpicGames/4.0
36	2014-04-05T00:52:28Z	redgnomegaming	https://avatars.githubusercontent.com/u/5226199?v=3	1	CLOSED: Merge pull request #1 from EpicGames/4.0
37	2014-04-05T08:11:00Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Assert for possible undefined behavior where UProjectFile is empty.
38	2014-04-05T08:26:07Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	CLOSED: Improve platform exclusion
39	2014-04-05T08:35:36Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Improve platform exclusion
40	2014-04-05T12:23:46Z	SRombauts	https://avatars.githubusercontent.com/u/868490?v=3	1	ACCEPTED: Fix return code of Windows ExecProcess() when no process launched
41	2014-04-06T01:33:28Z	dotneB	https://avatars.githubusercontent.com/u/55632?v=3	1	ACCEPTED: Fix case for WIndows
42	2014-04-06T03:17:44Z	crnobog	https://avatars.githubusercontent.com/u/791661?v=3	1	"ACCEPTED: Fatal error reparenting blueprint with ""within"" specifier"
43	2014-04-06T07:14:19Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	CLOSED: Remove misleading comment...
44	2014-04-06T09:38:14Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Prevent duplication of Target Arguments passed to RunUBT.
45	2014-04-06T15:15:29Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Correct spelling error.
46	2014-04-07T09:24:57Z	mpolaczyk	https://avatars.githubusercontent.com/u/3337387?v=3	4	CLOSED: Blueprint strict checking
47	2014-04-07T14:42:37Z	AndrewScheidecker	https://avatars.githubusercontent.com/u/2691804?v=3	8	ACCEPTED: Fixed game plugins using shared PCH files
48	2014-04-07T16:46:39Z	AKPWebDesign	https://avatars.githubusercontent.com/u/2061434?v=3	1	ACCEPTED: Fix spelling mistakes in CookCommandlet.cpp
49	2014-04-07T18:08:13Z	sbc100	https://avatars.githubusercontent.com/u/515813?v=3	1	ACCEPTED: Add more meaningful command name to actions in UBT.
50	2014-04-07T21:52:13Z	SRombauts	https://avatars.githubusercontent.com/u/868490?v=3	1	CLOSED: 4.1 backport of the fix for Packaging for Windows of a content-only project
51	2014-04-07T22:33:12Z	OrangeeZ	https://avatars.githubusercontent.com/u/7123334?v=3	1	CLOSED: Fixed an issue with scaled bounding box and pathfinder
52	2014-04-10T17:15:49Z	seonggwang	https://avatars.githubusercontent.com/u/1792867?v=3	2	CLOSED: Fix some indentation problems.
53	2014-04-11T13:18:39Z	AndrewScheidecker	https://avatars.githubusercontent.com/u/2691804?v=3	2	ACCEPTED: Workaround amd open gl push debug group error
54	2014-04-11T22:11:13Z	Yelmond	https://avatars.githubusercontent.com/u/178878?v=3	1	ACCEPTED: Fixed .gitignore ThirdParty Facebook casing.
55	2014-04-14T02:17:15Z	natemartinsf	https://avatars.githubusercontent.com/u/120719?v=3	1	CLOSED: Fix for SceneCapture post process bug
56	2014-04-14T12:40:30Z	RyanNielson	https://avatars.githubusercontent.com/u/794694?v=3	1	CLOSED: Fix comparison typo within PositionIsInside() function
57	2014-04-17T03:15:40Z	AndrewScheidecker	https://avatars.githubusercontent.com/u/2691804?v=3	2	CLOSED: Fix light propagation volume emissive
58	2014-04-17T12:43:08Z	ahatala	https://avatars.githubusercontent.com/u/1539505?v=3	2	AssetUserData additions for plugins
59	2014-04-18T21:44:01Z	stephenwhittle	https://avatars.githubusercontent.com/u/7070635?v=3	1	ACCEPTED: Fix parameter order in FSimpleDelegateGraphTask::CreateAndDispatchWhenReady comment
60	2014-04-19T17:23:08Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Simplify GetFilenameWithoutAnyExtensions.
61	2014-04-20T12:05:01Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Check CommandPath before searching in dictionary.
62	2014-04-20T14:57:55Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	11	Editor Integration of my Vertex Snapping System!
63	2014-04-20T20:00:49Z	Xaklse	https://avatars.githubusercontent.com/u/891825?v=3	1	CLOSED: Fix for falling physics of character movement
64	2014-04-20T20:31:03Z	mekaknepley	https://avatars.githubusercontent.com/u/7028621?v=3	4	ACCEPTED: DotNET security warnings when using iPhonePackager on Windows 8
65	2014-04-21T12:13:54Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	CLOSED: Correct spelling
66	2014-04-21T12:35:02Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	Start plumbing for advanced build handling
67	2014-04-21T20:41:04Z	gatekeep	https://avatars.githubusercontent.com/u/1149277?v=3	2	ACCEPTED: Fix UnrealHeaderTool to properly support #ifdef and #ifndef precompiler directives
68	2014-04-22T11:32:45Z	ahatala	https://avatars.githubusercontent.com/u/1539505?v=3	1	Renderer interface for allowing custom occlusion culling implementations
69	2014-04-22T15:28:48Z	Ixiguis	https://avatars.githubusercontent.com/u/7001605?v=3	4	CLOSED: IsA() now returns false when test actor is NULL
70	2014-04-22T20:29:14Z	cbuttner	https://avatars.githubusercontent.com/u/7094011?v=3	1	ACCEPTED: Set the cached mouse position in FSceneViewport::SetMouse.
71	2014-04-23T13:16:02Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Make the implementation of UEBuildModule truly overridable.
72	2014-04-23T16:34:41Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Extract instantiation of UEBuildModules to own method InstantiateModule.
73	2014-04-23T18:13:15Z	Ixiguis	https://avatars.githubusercontent.com/u/7001605?v=3	1	ACCEPTED: IsA(SomeBase) now returns false if SomeBase==NULL
74	2014-04-23T22:02:14Z	jumbolimbo	https://avatars.githubusercontent.com/u/7075559?v=3	11	CLOSED: Update
75	2014-04-23T22:03:18Z	jumbolimbo	https://avatars.githubusercontent.com/u/7075559?v=3	91	CLOSED: 4.1
76	2014-04-23T22:04:08Z	transfuturist	https://avatars.githubusercontent.com/u/4128514?v=3	219	CLOSED: Master
77	2014-04-23T22:04:10Z	jumbolimbo	https://avatars.githubusercontent.com/u/7075559?v=3	11	CLOSED: 4.1
78	2014-04-24T11:47:45Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	Extract WriteTargetInfo.
79	2014-04-24T16:54:15Z	kylawl	https://avatars.githubusercontent.com/u/4952023?v=3	1	ACCEPTED: Added SDL2 to .gitignore
80	2014-04-24T18:24:45Z	SilentCry1	https://avatars.githubusercontent.com/u/7016705?v=3	12	CLOSED: 4.1 update
81	2014-04-24T21:38:44Z	Wizardsemail	https://avatars.githubusercontent.com/u/7355361?v=3	11	CLOSED: Update fork for 4.0.2 to 4.1
82	2014-04-24T22:07:35Z	Snipe3000	https://avatars.githubusercontent.com/u/1177321?v=3	301	CLOSED: Update
83	2014-04-24T22:22:23Z	Snipe3000	https://avatars.githubusercontent.com/u/1177321?v=3	8	CLOSED: Update 4.0.2 to 4.1
84	2014-04-24T22:55:03Z	GearsOfProgram	https://avatars.githubusercontent.com/u/7006383?v=3	1	CLOSED: Merge pull request #1 from EpicGames/4.0
85	2014-04-24T22:59:57Z	GearsOfProgram	https://avatars.githubusercontent.com/u/7006383?v=3	12	CLOSED: aaa
86	2014-04-25T00:59:25Z	Archimagus	https://avatars.githubusercontent.com/u/7319949?v=3	11	CLOSED: 4.1
87	2014-04-25T01:03:54Z	Archimagus	https://avatars.githubusercontent.com/u/7319949?v=3	11	CLOSED: 4.1
88	2014-04-25T01:24:05Z	techvd	https://avatars.githubusercontent.com/u/7006883?v=3	12	CLOSED: Update from original for 4.1.0
89	2014-04-25T01:28:38Z	techvd	https://avatars.githubusercontent.com/u/7006883?v=3	12	CLOSED: Update from original for 4.1.0
90	2014-04-25T04:43:44Z	AVoidless	https://avatars.githubusercontent.com/u/3336087?v=3	11	CLOSED: 4.1
91	2014-04-25T06:41:26Z	CapelaGames	https://avatars.githubusercontent.com/u/4813173?v=3	12	CLOSED: 4.1
92	2014-04-25T08:18:42Z	Skyrant	https://avatars.githubusercontent.com/u/3149649?v=3	12	CLOSED: Merge pull request #2 from EpicGames/4.1
93	2014-04-25T17:45:10Z	joelmcginnis	https://avatars.githubusercontent.com/u/6786332?v=3	11	CLOSED: 4.0 to 4.1
94	2014-04-25T17:48:03Z	joelmcginnis	https://avatars.githubusercontent.com/u/6786332?v=3	11	CLOSED: 4.0
95	2014-04-25T18:03:19Z	RonaldoFleming	https://avatars.githubusercontent.com/u/5081949?v=3	11	CLOSED: Update 4.1
96	2014-04-25T19:33:45Z	frogameleon	https://avatars.githubusercontent.com/u/7071859?v=3	3	ACCEPTED: Ensure BlendInPhysics() is run even for platforms with !WITH_APEX_CLOTHING i.e Mobile (early 2014)
97	2014-04-26T05:53:56Z	ahmedismaiel	https://avatars.githubusercontent.com/u/1145480?v=3	1	CLOSED: Merge pull request #1 from EpicGames/4.0
98	2014-04-26T10:01:33Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	1	CLOSED: Added a ToString() for the struct FTime in FDateTime.
99	2014-04-26T16:52:51Z	ahmedismaiel	https://avatars.githubusercontent.com/u/1145480?v=3	1	CLOSED: Merge pull request #2 from EpicGames/4.1
100	2014-04-26T16:58:02Z	ahmedismaiel	https://avatars.githubusercontent.com/u/1145480?v=3	12	CLOSED: pull 4.1
101	2014-04-26T20:22:45Z	SRombauts	https://avatars.githubusercontent.com/u/868490?v=3	1	ACCEPTED: Fix for broken localized links to online documentation from Built-in Editor Tutorials
102	2014-04-26T22:48:48Z	pzurita	https://avatars.githubusercontent.com/u/894286?v=3	1	Optimize BuildParticleVertexBuffer() block throughput from 31.55 cycles to 23.40 cycles on Sandy Bridge.
103	2014-04-27T16:20:41Z	DiCoJamesTan	https://avatars.githubusercontent.com/u/4443574?v=3	3	CLOSED: Blueprint canvas library
104	2014-04-27T18:13:39Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	ACCEPTED: Ignore *nix text backup files.
105	2014-04-28T01:24:10Z	Allar	https://avatars.githubusercontent.com/u/2173793?v=3	1	ACCEPTED: Added definition and functionality for GetKeyCodeFromKey as it currently...
106	2014-04-28T20:12:43Z	stephenwhittle	https://avatars.githubusercontent.com/u/7070635?v=3	37	CLOSED: ThirdParty module and plugin with custom Blueprint nodes for Leap Motion sensor support
107	2014-04-29T06:03:51Z	DiCoJamesTan	https://avatars.githubusercontent.com/u/4443574?v=3	2	ACCEPTED: Added Blueprint support for creating / finding, updating and getting size of a UCanvasRenderTarget2D.
108	2014-04-29T07:54:13Z	DiCoJamesTan	https://avatars.githubusercontent.com/u/4443574?v=3	1	UCanvas Blueprint Extension
109	2014-04-29T08:04:58Z	DiCoJamesTan	https://avatars.githubusercontent.com/u/4443574?v=3	1	ACCEPTED: Unreal Header Tool bug fix for function parameter default declarations.
110	2014-04-29T18:26:36Z	AndrewScheidecker	https://avatars.githubusercontent.com/u/2691804?v=3	2	Static element culling changes
111	2014-04-29T19:08:19Z	AndrewScheidecker	https://avatars.githubusercontent.com/u/2691804?v=3	2	Remote tool chain game project fixes
112	2014-04-29T20:57:37Z	stephenwhittle	https://avatars.githubusercontent.com/u/7070635?v=3	3132	Plugin with ActorComponent and Blueprint nodes for Leap Motion sensor support
113	2014-04-30T23:25:36Z	HughieDM	https://avatars.githubusercontent.com/u/7144875?v=3	11	CLOSED: 4.1
114	2014-05-01T00:39:11Z	EdReklusive	https://avatars.githubusercontent.com/u/7200617?v=3	11	CLOSED: A
115	2014-05-01T08:14:10Z	Hydrael	https://avatars.githubusercontent.com/u/1052874?v=3	294	CLOSED: Fixes regarding native Linux compilation
116	2014-05-01T09:15:51Z	Hydrael	https://avatars.githubusercontent.com/u/1052874?v=3	3	ACCEPTED: Fixes regarding native Linux compilation
117	2014-05-01T10:20:36Z	gastar	https://avatars.githubusercontent.com/u/3191931?v=3	8	CLOSED: 4.1
118	2014-05-02T08:18:26Z	tbilnicki	https://avatars.githubusercontent.com/u/6775962?v=3	11	CLOSED: --
119	2014-05-02T13:05:32Z	alexcmd	https://avatars.githubusercontent.com/u/844850?v=3	8	CLOSED: 4.1
120	2014-05-02T16:54:04Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	1	ACCEPTED: FIntPoint::ToString() Fix
121	2014-05-02T17:15:53Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	11	CLOSED: GetDisplayAdapterScreenResolutions
122	2014-05-03T03:47:27Z	pzurita	https://avatars.githubusercontent.com/u/894286?v=3	1	Optimize BuildTileVertexBuffer() block throughput from 13.45 cycles to 12.90 cycles on Sandy Bridge.
123	2014-05-04T07:07:16Z	tommybear	https://avatars.githubusercontent.com/u/1712535?v=3	1	CLOSED: Merge of CL 2053342 by Michael Trepka into 4.1 Branch
124	2014-05-05T03:49:04Z	pzurita	https://avatars.githubusercontent.com/u/894286?v=3	1	Optimize FBox::TransformBy() by using the branchless vectorized implementation for matrices.
125	2014-05-05T16:33:50Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	Centralize the version of steam...
126	2014-05-06T02:08:59Z	Vesnica	https://avatars.githubusercontent.com/u/1401615?v=3	12	CLOSED: -
127	2014-05-06T17:23:12Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	16	(Accepted) UCanvas World Space Selection Rectangle (Marquee)
128	2014-05-06T18:37:57Z	enlight	https://avatars.githubusercontent.com/u/233003?v=3	1	Let the source control provider determine which files can be checked-in.
129	2014-05-07T00:44:56Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	2	(Accepted) FBox2D For James Golding
130	2014-05-07T20:49:21Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	Outcomment unused ToolChain
131	2014-05-07T21:10:25Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	Improve cloning of Environments
132	2014-05-07T22:02:13Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	2	Introduce NativeBuildEnvironmentConfiguration
133	2014-05-08T01:04:55Z	raziel2001au	https://avatars.githubusercontent.com/u/7069692?v=3	2	Ignore build directory that is created on Mac
134	2014-05-08T21:47:03Z	Teddy0	https://avatars.githubusercontent.com/u/7030332?v=3	9	CLOSED: Update to 4.1
135	2014-05-09T02:40:50Z	andrewjoy	https://avatars.githubusercontent.com/u/7005137?v=3	2	BatchedElement Alpha Blending Support.
136	2014-05-09T08:00:22Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	CLOSED: Remove conditional setting of bGenerateProjectFiles
137	2014-05-09T08:03:49Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	Rework switches to GenerateFiles flag.
138	2014-05-09T13:55:18Z	CoherentUE4	https://avatars.githubusercontent.com/u/7524678?v=3	1	ACCEPTED: Public API for accessing native texture resources
139	2014-05-10T01:56:15Z	3dluvr	https://avatars.githubusercontent.com/u/3603819?v=3	4	Random fixes for UnrealLightmass
140	2014-05-10T17:34:18Z	sbc100	https://avatars.githubusercontent.com/u/515813?v=3	7	ACCEPTED: Linux changes for epic
141	2014-05-10T18:20:31Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	Move project validation to own method
142	2014-05-11T01:57:58Z	MartinPalko	https://avatars.githubusercontent.com/u/2288477?v=3	2	Added support for capsule lights in lightmass
143	2014-05-11T07:24:09Z	mlewand	https://avatars.githubusercontent.com/u/5353898?v=3	1	ACCEPTED: Typo in GameProjectUtils::AddCodeToProject_Internal.
144	2014-05-11T09:24:57Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	1	Fix indentation of trace output.
145	2014-05-11T18:39:48Z	Xaklse	https://avatars.githubusercontent.com/u/891825?v=3	4	Fix for CharacterMovementComponent to avoid linker errors
146	2014-05-11T19:46:38Z	lion03	https://avatars.githubusercontent.com/u/1940720?v=3	220	CLOSED: Addition of custom input devices support such as Kinect
147	2014-05-11T21:11:44Z	lion03	https://avatars.githubusercontent.com/u/1940720?v=3	12	Addion of Custom hardware input module
148	2014-05-12T08:29:30Z	Charmzine	https://avatars.githubusercontent.com/u/2962570?v=3	13	CLOSED: 4.1
149	2014-05-12T10:02:02Z	DiCoJamesTan	https://avatars.githubusercontent.com/u/4443574?v=3	4	Blueprintable Dynamic Texture 2D
150	2014-05-12T10:24:21Z	Rush	https://avatars.githubusercontent.com/u/115926?v=3	1	ACCEPTED: Support handling of Ctrl+C in terminal in SlateViewer
151	2014-05-12T12:48:10Z	enlight	https://avatars.githubusercontent.com/u/233003?v=3	1	Add ISourceControlState::CanCheckIn().
152	2014-05-12T20:27:46Z	jumbolimbo	https://avatars.githubusercontent.com/u/7075559?v=3	1	Merge pull request #1 from EpicGames/4.1
153	2014-05-12T20:50:08Z	jumbolimbo	https://avatars.githubusercontent.com/u/7075559?v=3	1	EpicGames/4.1
154	2014-05-13T02:36:35Z	kevindqc	https://avatars.githubusercontent.com/u/228313?v=3	2	small clean up of UnrealBuildTool
155	2014-05-14T07:16:23Z	Real-	https://avatars.githubusercontent.com/u/3581136?v=3	2	LUA Blueprints; Call lua function and Get/Set global variables
156	2014-05-14T13:52:18Z	tsky1971	https://avatars.githubusercontent.com/u/7058122?v=3	2	4.1 timeline direction property fix
157	2014-05-14T14:11:30Z	Zoubi	https://avatars.githubusercontent.com/u/855789?v=3	1	Updated .gitignore
158	2014-05-14T14:13:15Z	Zoubi	https://avatars.githubusercontent.com/u/855789?v=3	2	Fix component api from minimal to engine
159	2014-05-14T14:15:04Z	Zoubi	https://avatars.githubusercontent.com/u/855789?v=3	2116	Fix FTimerManager constness
160	2014-05-14T20:44:37Z	cogwor	https://avatars.githubusercontent.com/u/7038706?v=3	1	Merge pull request #1 from EpicGames/4.0
161	2014-05-14T23:20:03Z	3dluvr	https://avatars.githubusercontent.com/u/3603819?v=3	2	Fix for compiling HTML5 UE4Game as well as packaging HTML5 data file
162	2014-05-16T14:34:03Z	mpolaczyk	https://avatars.githubusercontent.com/u/3337387?v=3	2253	Blueprint strict checking.
163	2014-05-16T15:12:56Z	mpolaczyk	https://avatars.githubusercontent.com/u/3337387?v=3	1	Blueprint strict checking
164	2014-05-16T15:28:12Z	mpolaczyk	https://avatars.githubusercontent.com/u/3337387?v=3	6	Blackboard none indexes
165	2014-05-16T19:34:43Z	ttvd	https://avatars.githubusercontent.com/u/113079?v=3	1	Fixing a variable typo in Fbx material import.
166	2014-05-17T05:48:15Z	wshearn	https://avatars.githubusercontent.com/u/1176094?v=3	1	FString::ToBlob was based on 3 instead of 2, this caused problems with u...
167	2014-05-19T06:49:59Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	1	Added Deproject to HUD, BP Callable
168	2014-05-19T10:09:50Z	TheBeej	https://avatars.githubusercontent.com/u/7427485?v=3	1	FBX Animation Reimport Fix
169	2014-05-19T14:37:17Z	Chris-Bond	https://avatars.githubusercontent.com/u/4180991?v=3	1943	4.2 preview
170	2014-05-20T08:58:00Z	Chris-Bond	https://avatars.githubusercontent.com/u/4180991?v=3	3	Replaced incorrect usage of the NULL macro with 0.
171	2014-05-20T15:05:53Z	osse101	https://avatars.githubusercontent.com/u/4764184?v=3	1	Undo for movement of Nodes within a comment
172	2014-05-20T16:51:27Z	AhmedIKinema	https://avatars.githubusercontent.com/u/7061817?v=3	209	Merge to latest UE4.2
173	2014-05-21T17:44:26Z	Brianelvio	https://avatars.githubusercontent.com/u/4085200?v=3	224	Whoops, wrong fork
174	2014-05-21T21:40:49Z	facet42	https://avatars.githubusercontent.com/u/875267?v=3	225	4.2
175	2014-05-22T22:17:07Z	malhmoud	https://avatars.githubusercontent.com/u/7008667?v=3	2078	4.2
176	2014-05-24T02:07:03Z	garciavb	https://avatars.githubusercontent.com/u/3277043?v=3	2	Master
177	2014-05-24T08:11:53Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	2	(Accepted) PNewPose Invalid Crash Fix
178	2014-05-25T01:06:39Z	3dluvr	https://avatars.githubusercontent.com/u/3603819?v=3	151	A mega-pak of changes from IRC #ue4linux community's branch master_linux
179	2014-05-25T15:29:18Z	JFerguson20	https://avatars.githubusercontent.com/u/5384002?v=3	1	Merge pull request #1 from EpicGames/4.1
180	2014-05-26T00:23:04Z	Malfate	https://avatars.githubusercontent.com/u/479514?v=3	13	unreal engine 4.2 pre RC0
181	2014-05-26T00:37:34Z	Malfate	https://avatars.githubusercontent.com/u/479514?v=3	1	Merge pull request #1 from EpicGames/4.0
182	2014-05-26T00:41:54Z	Malfate	https://avatars.githubusercontent.com/u/479514?v=3	1	Merge pull request #1 from EpicGames/4.0
183	2014-05-26T20:55:21Z	Malfate	https://avatars.githubusercontent.com/u/479514?v=3	1	Update to proguard-project.txt to prevent conflicts with admob
184	2014-05-27T02:00:17Z	JFerguson20	https://avatars.githubusercontent.com/u/5384002?v=3	2083	Origin/4.2
185	2014-05-27T07:22:05Z	sbc100	https://avatars.githubusercontent.com/u/515813?v=3	1	ACCEPTED: Fix compiler warnings
186	2014-05-27T09:11:24Z	alexSilkin	https://avatars.githubusercontent.com/u/2219263?v=3	2	Implemented widgets for Transform and Vector (with meta MakeEditWidget) properties in components
187	2014-05-27T11:33:00Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	4	(Accepted) Random Point in Volume
188	2014-05-27T14:17:10Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	1	(Accepted) FBox::MoveTo
189	2014-05-27T15:09:32Z	CoherentUE4	https://avatars.githubusercontent.com/u/7524678?v=3	2	Auto-mipped Render Target 2D
190	2014-05-27T15:57:22Z	solid-angle	https://avatars.githubusercontent.com/u/6439126?v=3	89	UBT: Detailed plugin module types
191	2014-05-28T23:44:41Z	simondeschenes	https://avatars.githubusercontent.com/u/2615252?v=3	12	Merging changes from epic
192	2014-05-30T17:25:29Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	1	AddInstanceWorldSpace
193	2014-05-31T09:02:01Z	EverNewJoy	https://avatars.githubusercontent.com/u/7001841?v=3	3	(CoPlanar Accepted) CoPlanar_&_GetSurfaceAlignedTriangleFromImpactPoint
194	2014-05-31T12:59:21Z	abergmeier	https://avatars.githubusercontent.com/u/2580183?v=3	2	Full binary type
